stn,date,time,temp,dewp,stp,slp,visib,wdsp,prcp,sndp,frshtt,cldp,winddir
767584,2021-01-27,12:19:05,6.1,0.2,1005.3,1004.0,11.7,9.2,0.0,0.0,000000,96.3,244
761510,2021-01-27,12:19:05,8.1,5.7,1005.4,1023.1,27.4,30.1,0.0,0.0,000000,89.7,146
762580,2021-01-27,12:19:05,4.0,-7.2,1011.9,1016.8,12.7,3.6,0.0,0.0,000000,52.2,229
768485,2021-01-27,12:19:05,22.2,13.2,1007.8,1005.7,11.6,10.1,0.0,0.0,000000,57.2,196
765560,2021-01-27,12:19:05,3.8,-5.7,910.2,1011.9,16.8,11.9,0.0,0.0,000000,33.4,1
765905,2021-01-27,12:19:05,20.2,8.5,1019.1,1013.6,11.9,10.8,0.0,0.0,000000,25.0,300
764591,2021-01-27,12:19:05,3.9,0.3,1021.3,1014.2,15.0,3.7,0.0,0.0,000000,93.5,357
764580,2021-01-27,12:19:05,7.6,4.6,1015.1,1015.6,13.9,5.7,0.0,0.0,000000,83.0,106
760013,2021-01-27,12:19:05,6.2,2.1,1015.2,1013.5,11.4,8.1,0.0,0.0,000000,51.9,269
764593,2021-01-27,12:19:05,8.8,2.4,1006.3,1008.2,15.0,8.6,0.0,0.0,000000,50.7,73
768053,2021-01-27,12:19:05,21.3,18.1,992.3,989.6,9.6,4.5,0.0,0.0,000000,32.0,133
764056,2021-01-27,12:19:05,5.1,-5.3,1016.2,1011.5,8.9,16.3,0.0,0.0,000000,4.9,243
766010,2021-01-27,12:19:05,5.9,2.6,1032.1,1016.0,16.7,3.6,0.0,0.0,000000,97.9,34
760500,2021-01-27,12:19:05,4.9,3.1,1027.6,1018.4,25.7,1.2,0.0,0.0,000000,86.3,101
761600,2021-01-27,12:19:05,6.6,-6.4,1001.7,1016.6,24.7,3.7,0.0,0.0,000000,13.8,12
764915,2021-01-27,12:19:05,11.0,3.4,1012.2,1009.7,16.7,17.6,0.0,0.0,000000,5.4,216
769043,2021-01-27,12:19:05,22.0,17.3,1001.6,1003.4,14.5,9.4,0.0,0.0,000000,81.0,63
762530,2021-01-27,12:19:05,5.9,-3.9,1004.9,1017.6,18.0,6.7,0.01,0.0,010000,72.6,80
766011,2021-01-27,12:19:05,5.8,3.1,1025.6,1013.5,15.0,3.7,0.0,0.0,000000,24.1,358
766013,2021-01-27,12:19:05,11.7,6.5,1011.5,1007.0,17.0,8.9,0.0,0.0,000000,16.1,350
767441,2021-01-27,12:19:05,20.3,17.9,1006.3,1043.0,9.7,2.1,0.0,0.0,000000,4.0,69
765906,2021-01-27,12:19:05,20.3,15.7,1010.0,1010.7,11.7,12.8,0.11,0.0,010000,50.1,169
766790,2021-01-27,12:19:05,3.1,-10.4,780.4,1015.3,13.4,9.3,0.05,0.0,010000,56.9,32
760754,2021-01-27,12:19:05,15.4,11.1,1024.2,1015.9,12.0,9.8,0.0,0.0,000000,82.2,58
766133,2021-01-27,12:19:05,2.5,-9.6,1014.5,1011.4,14.2,5.6,0.0,0.0,000000,24.8,60
765390,2021-01-27,12:19:05,0.9,-8.1,847.3,1013.6,13.5,8.9,0.01,0.0,010000,60.6,30
767383,2021-01-27,12:19:05,19.6,17.4,1011.3,1014.7,12.0,16.1,0.0,0.0,000000,24.7,163
766793,2021-01-27,12:19:05,5.4,-5.4,1006.9,1006.6,11.9,12.0,0.0,0.0,000000,66.6,35
760753,2021-01-27,12:19:05,3.5,-6.1,1005.1,1013.9,15.0,12.8,0.0,0.0,000000,84.2,327
764125,2021-01-27,12:19:05,3.8,-9.2,984.6,974.1,11.6,10.7,0.0,0.0,000000,67.1,349
766127,2021-01-27,12:19:05,14.6,13.0,1014.1,1017.2,7.7,7.9,0.0,0.0,000000,81.1,335
763820,2021-01-27,12:19:05,3.5,-7.3,929.6,1015.3,13.4,6.0,0.01,0.0,010000,50.4,190
766655,2021-01-27,12:19:05,12.4,6.6,993.1,1013.4,14.0,7.0,0.25,0.0,010000,51.0,177
764120,2021-01-27,12:19:05,6.3,-3.1,1012.3,1015.2,16.2,7.0,0.06,0.0,010000,50.4,166
766534,2021-01-27,12:19:05,10.6,4.2,996.4,1002.9,14.2,9.6,0.0,0.0,000000,49.7,342
768430,2021-01-27,12:19:05,14.0,6.9,952.7,1017.9,11.6,17.5,0.01,0.0,010000,90.2,334
763900,2021-01-27,12:19:05,2.0,-7.2,823.5,1014.4,10.7,13.2,0.06,0.0,010000,62.4,163
761180,2021-01-27,12:19:05,0.9,-14.1,1013.7,1011.9,40.5,10.6,0.0,0.0,000000,79.3,180
765480,2021-01-27,12:19:05,14.4,10.4,1019.6,1023.1,14.4,2.1,0.0,0.0,000000,95.5,122
760610,2021-01-27,12:19:05,7.6,2.8,1002.2,1012.4,40.8,14.6,0.0,0.0,000000,5.9,241
764990,2021-01-27,12:19:05,10.2,5.6,1009.5,1018.1,42.6,7.0,0.0,0.0,000000,26.3,147
762250,2021-01-27,12:19:05,3.5,-9.9,1003.4,1015.0,42.0,11.5,0.0,0.0,000000,4.4,58
765255,2021-01-27,12:19:05,0.6,-12.9,992.1,1002.4,15.8,14.1,0.0,0.0,000000,84.6,62
767260,2021-01-27,12:19:05,15.1,-3.2,843.2,1012.6,15.7,0.9,0.0,0.0,000000,83.6,178
764235,2021-01-27,12:19:05,1.9,-8.2,994.5,1018.7,19.4,4.0,0.0,0.0,000000,3.5,311
766913,2021-01-27,12:19:05,17.9,14.6,1013.9,1009.2,9.7,17.9,0.15,0.0,010000,50.1,126
762253,2021-01-27,12:19:05,0.6,-14.9,1010.0,1001.7,13.3,13.8,0.0,0.0,000000,42.0,164
762555,2021-01-27,12:19:05,8.3,-0.8,992.4,992.9,15.5,7.4,0.0,0.0,000000,0.3,157
766753,2021-01-27,12:19:05,0.3,-8.3,1003.4,1014.3,10.1,5.1,0.0,0.0,000000,49.6,161
766250,2021-01-27,12:19:05,7.8,-1.2,899.1,985.2,10.9,13.3,0.02,0.0,010000,82.9,289
766910,2021-01-27,12:19:05,15.7,11.6,1012.4,1014.6,9.7,15.4,0.0,0.0,000000,51.2,135
763420,2021-01-27,12:19:05,4.3,-4.7,980.2,1016.5,18.9,6.2,0.01,0.0,010000,62.8,253
766546,2021-01-27,12:19:05,9.2,7.2,1002.7,1008.8,11.7,4.9,0.0,0.0,000000,33.6,188
762550,2021-01-27,12:19:05,11.4,-4.3,1031.5,1013.9,36.5,3.3,0.0,0.0,000000,7.8,347
768556,2021-01-27,12:19:05,23.1,17.1,1011.9,1016.5,15.0,12.6,0.0,0.0,000000,22.0,309
767500,2021-01-27,12:19:05,17.6,15.0,1013.1,1014.7,11.2,14.9,0.1,0.0,010000,50.2,102
767502,2021-01-27,12:19:05,23.3,18.4,1012.2,1020.7,10.8,36.9,0.0,0.0,000000,16.7,20
767493,2021-01-27,12:19:05,21.5,17.0,1007.3,1013.4,10.1,18.6,0.0,0.0,000000,94.8,296
760053,2021-01-27,12:19:05,5.1,-4.4,1000.4,1020.7,16.9,3.6,0.0,0.0,000000,54.9,124
764050,2021-01-27,12:19:05,3.1,-4.6,1011.9,1014.9,27.6,18.7,0.0,0.0,000000,29.8,212
764055,2021-01-27,12:19:05,3.6,-3.6,998.3,1004.6,18.5,10.4,0.0,0.0,000000,90.9,262
767410,2021-01-27,12:19:05,18.8,16.7,1013.8,1014.0,6.7,10.1,0.06,0.0,010000,50.3,340
767433,2021-01-27,12:19:05,20.0,15.1,1005.7,1006.8,10.0,13.2,0.01,0.0,010000,99.0,244
766850,2021-01-27,12:19:05,5.1,-4.2,787.6,1012.5,13.9,9.8,0.04,0.0,010000,50.2,43
766870,2021-01-27,12:19:05,10.7,7.0,873.5,1022.7,10.3,2.9,0.0,0.0,000000,31.4,241
768056,2021-01-27,12:19:05,22.5,14.3,1015.6,1010.8,12.0,7.9,0.0,0.0,000000,69.6,45
766440,2021-01-27,12:19:05,16.7,11.7,1014.3,1017.0,12.0,16.4,0.02,0.0,010000,50.8,353
766443,2021-01-27,12:19:05,20.1,16.9,1003.8,1011.1,11.2,25.8,0.0,0.0,000000,49.5,221
765773,2021-01-27,12:19:05,1.7,-10.0,1014.1,1009.3,13.1,9.0,0.0,0.0,000000,34.8,280
761300,2021-01-27,12:19:05,-2.6,-14.7,1040.4,1022.2,39.2,5.5,0.0,0.0,100000,15.0,51
762430,2021-01-27,12:19:05,5.3,-3.3,990.8,1020.1,14.7,11.8,0.04,0.0,010000,68.4,12
765255,2021-01-27,12:19:06,0.4,-12.9,992.0,1002.1,15.8,14.2,0.0,0.0,000000,84.6,62
767441,2021-01-27,12:19:06,20.3,18.3,1006.2,1043.2,9.7,2.1,0.0,0.0,000000,4.0,69
766440,2021-01-27,12:19:06,16.7,10.4,1014.3,1017.0,11.9,16.3,0.02,0.0,010000,50.8,353
766443,2021-01-27,12:19:06,21.6,15.8,1004.0,1011.1,11.2,25.7,0.0,0.0,000000,49.5,222
766655,2021-01-27,12:19:06,12.4,7.2,993.0,1013.4,13.9,7.1,0.25,0.0,010000,51.0,177
769043,2021-01-27,12:19:06,22.0,17.3,1001.5,1003.4,14.5,9.5,0.0,0.0,000000,81.0,63
762430,2021-01-27,12:19:06,5.3,-1.4,990.7,1020.1,14.6,11.7,0.04,0.0,010000,68.3,13
765494,2021-01-27,12:19:06,18.3,16.7,988.8,1011.6,8.7,2.9,0.0,0.0,000000,90.1,6
764125,2021-01-27,12:19:06,4.9,-9.2,984.6,974.2,11.7,10.7,0.0,0.0,000000,67.0,349
764120,2021-01-27,12:19:06,6.3,-1.5,1012.3,1015.2,16.2,6.9,0.06,0.0,010000,50.4,166
765493,2021-01-27,12:19:06,16.0,12.8,1015.8,1012.9,9.8,15.7,0.0,0.0,000000,50.9,150
765491,2021-01-27,12:19:06,11.7,8.5,1050.6,1034.9,10.0,8.3,0.0,0.0,000000,69.8,154
764235,2021-01-27,12:19:06,1.9,-8.2,994.6,1018.6,19.5,4.1,0.0,0.0,000000,3.5,311
764591,2021-01-27,12:19:06,5.0,0.3,1021.3,1014.2,15.1,3.7,0.0,0.0,000000,93.4,358
764580,2021-01-27,12:19:06,6.7,4.6,1015.1,1015.6,13.9,5.7,0.0,0.0,000000,83.0,106
764593,2021-01-27,12:19:06,8.8,2.4,1006.2,1008.3,15.1,8.5,0.0,0.0,000000,50.7,73
766133,2021-01-27,12:19:06,2.5,-7.6,1014.5,1011.4,14.2,5.7,0.0,0.0,000000,24.8,60
766127,2021-01-27,12:19:06,15.3,12.3,1014.1,1017.1,7.8,8.0,0.0,0.0,000000,81.2,336
762530,2021-01-27,12:19:06,5.9,-2.7,1004.8,1017.6,18.0,6.8,0.01,0.0,010000,72.6,81
763820,2021-01-27,12:19:06,4.0,-9.1,929.6,1015.3,13.4,6.0,0.01,0.0,010000,50.3,190
764990,2021-01-27,12:19:06,10.2,7.4,1009.5,1018.1,42.5,7.1,0.0,0.0,000000,26.3,148
767500,2021-01-27,12:19:06,18.7,15.0,1013.1,1014.7,11.1,15.0,0.1,0.0,010000,50.2,103
767502,2021-01-27,12:19:06,23.3,18.4,1012.2,1020.7,10.9,36.8,0.0,0.0,000000,16.8,20
767493,2021-01-27,12:19:06,22.2,17.5,1007.3,1013.4,10.1,18.7,0.0,0.0,000000,0.0,296
760754,2021-01-27,12:19:06,14.5,11.1,1024.2,1015.9,12.0,9.6,0.0,0.0,000000,82.3,59
767410,2021-01-27,12:19:06,20.0,16.1,1013.8,1014.1,6.7,10.0,0.06,0.0,010000,50.3,341
760753,2021-01-27,12:19:06,3.5,-6.1,1005.2,1013.9,15.0,12.8,0.0,0.0,000000,84.1,327
767433,2021-01-27,12:19:06,19.3,16.0,1005.7,1006.7,9.9,13.1,0.01,0.0,010000,99.0,244
764056,2021-01-27,12:19:06,5.1,-5.3,1016.3,1011.9,8.9,16.4,0.0,0.0,000000,4.9,243
766850,2021-01-27,12:19:06,5.3,-4.2,787.6,1012.5,13.9,9.7,0.04,0.0,010000,50.3,43
766870,2021-01-27,12:19:06,10.1,7.0,873.4,1022.7,10.4,2.9,0.0,0.0,000000,31.4,240
767584,2021-01-27,12:19:06,6.1,-0.9,1005.3,1004.0,11.6,9.3,0.0,0.0,000000,96.3,245
766580,2021-01-27,12:19:06,13.0,0.6,965.0,1009.9,18.0,7.9,0.0,0.0,000000,33.7,101
761300,2021-01-27,12:19:06,-2.6,-12.5,1040.1,1022.2,39.2,5.5,0.0,0.0,100000,15.0,51
761510,2021-01-27,12:19:06,8.1,5.7,1005.5,1023.1,27.4,30.0,0.0,0.0,000000,89.7,147
768430,2021-01-27,12:19:06,13.5,8.4,952.7,1017.9,11.6,17.4,0.01,0.0,010000,90.1,334
762863,2021-01-27,12:19:06,8.3,0.2,1003.6,1011.5,13.2,13.1,0.0,0.0,000000,71.2,214
764915,2021-01-27,12:19:06,11.0,3.4,1012.3,1009.6,16.8,17.7,0.0,0.0,000000,5.4,217
763993,2021-01-27,12:19:06,14.2,8.8,1009.5,1012.5,11.0,15.2,0.0,0.0,000000,30.1,276
765710,2021-01-27,12:19:06,3.5,-9.4,968.8,1013.5,16.8,8.8,0.02,0.0,010000,50.1,340
763615,2021-01-27,12:19:06,3.7,-5.4,1013.2,1017.1,17.8,9.6,0.0,0.0,000000,93.6,257
763943,2021-01-27,12:19:06,1.9,-1.0,1009.8,1009.7,13.5,12.9,0.42,0.0,010000,88.8,158
763940,2021-01-27,12:19:06,2.8,-6.1,1008.9,1008.6,12.5,12.0,0.0,0.0,000000,74.9,357
763944,2021-01-27,12:19:06,4.7,2.0,1011.5,1012.7,10.3,7.2,0.0,0.0,000000,9.3,26
760610,2021-01-27,12:19:06,7.6,2.2,1002.5,1012.4,40.8,14.6,0.0,0.0,000000,5.8,242
764050,2021-01-27,12:19:06,4.2,-3.2,1011.9,1014.9,27.5,18.6,0.0,0.0,000000,29.8,212
764055,2021-01-27,12:19:06,3.6,-2.2,998.3,1004.6,18.6,10.3,0.0,0.0,000000,90.8,263
766013,2021-01-27,12:19:06,11.1,7.6,1011.5,1007.0,17.0,8.8,0.0,0.0,000000,16.2,350
763050,2021-01-27,12:19:06,9.9,5.2,1016.4,1017.1,17.2,3.5,0.0,0.0,000000,30.0,235
760013,2021-01-27,12:19:06,6.6,2.1,1015.3,1013.4,11.5,8.2,0.0,0.0,000000,51.9,268
760053,2021-01-27,12:19:06,5.1,-5.9,1000.6,1020.7,16.9,3.6,0.0,0.0,000000,54.8,125
765390,2021-01-27,12:19:06,1.0,-8.1,847.2,1013.6,13.6,8.8,0.01,0.0,010000,60.6,30
761180,2021-01-27,12:19:06,1.4,-12.1,1013.5,1011.9,40.4,10.6,0.0,0.0,000000,79.4,180
766534,2021-01-27,12:19:06,9.5,5.0,996.4,1002.9,14.2,9.7,0.0,0.0,000000,49.8,342
762580,2021-01-27,12:19:06,4.0,-7.2,1011.9,1016.8,12.7,3.5,0.0,0.0,000000,52.2,229
765560,2021-01-27,12:19:06,3.8,-5.7,910.2,1011.9,16.9,11.8,0.0,0.0,000000,33.4,0
762250,2021-01-27,12:19:06,3.8,-9.9,1003.4,1015.0,42.0,11.4,0.0,0.0,000000,4.4,59
762253,2021-01-27,12:19:06,0.6,-14.9,1009.8,1001.7,13.3,14.0,0.0,0.0,000000,42.0,165
763900,2021-01-27,12:19:06,1.5,-7.2,823.5,1014.4,10.6,13.4,0.06,0.0,010000,62.3,162
766950,2021-01-27,12:19:06,17.3,12.5,1015.2,1017.2,10.6,12.2,0.02,0.0,010000,50.7,34
767260,2021-01-27,12:19:06,14.1,-3.2,843.2,1012.6,15.6,0.9,0.0,0.0,000000,83.6,178
766920,2021-01-27,12:19:06,19.4,16.8,1020.1,1022.0,4.6,10.8,0.0,0.0,000000,31.5,140
766546,2021-01-27,12:19:06,8.8,7.2,1002.4,1008.3,11.6,5.0,0.0,0.0,000000,33.6,188
768556,2021-01-27,12:19:06,21.8,17.1,1011.9,1016.5,14.9,12.6,0.0,0.0,000000,22.0,309
761600,2021-01-27,12:19:06,6.6,-6.4,1001.8,1016.6,24.8,3.8,0.0,0.0,000000,13.8,13
763503,2021-01-27,12:19:06,8.5,2.6,1013.2,1008.5,10.9,15.8,0.22,0.0,010000,77.1,316
765905,2021-01-27,12:19:06,20.2,8.5,1019.1,1013.6,11.9,10.7,0.0,0.0,000000,25.0,301
766913,2021-01-27,12:19:06,18.7,14.6,1013.8,1009.3,9.6,18.1,0.15,0.0,010000,50.1,127
766910,2021-01-27,12:19:06,15.7,12.5,1012.4,1014.6,9.6,15.6,0.0,0.0,000000,51.2,135
767383,2021-01-27,12:19:06,19.6,17.4,1011.3,1014.7,12.0,16.0,0.0,0.0,000000,24.7,162
765906,2021-01-27,12:19:06,20.3,14.9,1010.0,1010.7,11.7,12.7,0.11,0.0,010000,50.1,170
766790,2021-01-27,12:19:06,3.2,-10.4,780.4,1015.3,13.4,9.4,0.05,0.0,010000,56.9,32
762555,2021-01-27,12:19:06,8.3,-0.8,992.7,993.0,15.5,7.4,0.0,0.0,000000,0.3,156
766793,2021-01-27,12:19:06,5.4,-5.4,1006.9,1006.6,12.0,12.1,0.0,0.0,000000,66.7,36
762550,2021-01-27,12:19:06,12.0,-4.3,1031.6,1013.9,36.4,3.3,0.0,0.0,000000,7.8,347
766010,2021-01-27,12:19:06,5.9,3.8,1032.0,1016.1,16.6,3.6,0.0,0.0,000000,98.0,33
766011,2021-01-27,12:19:06,7.0,3.1,1025.9,1013.5,15.1,3.7,0.0,0.0,000000,24.1,358
760500,2021-01-27,12:19:06,4.9,3.1,1027.5,1018.4,25.7,1.3,0.0,0.0,000000,86.4,102
763420,2021-01-27,12:19:06,3.6,-6.4,980.2,1016.5,19.0,6.3,0.01,0.0,010000,62.9,253
768053,2021-01-27,12:19:06,22.6,17.5,992.1,989.6,9.6,4.5,0.0,0.0,000000,32.1,133
768056,2021-01-27,12:19:06,22.5,15.1,1015.6,1010.8,12.1,7.9,0.0,0.0,000000,69.5,45
765480,2021-01-27,12:19:06,13.6,10.4,1019.6,1023.1,14.3,2.1,0.0,0.0,000000,95.5,123
766753,2021-01-27,12:19:06,0.1,-8.3,1003.3,1014.3,10.0,5.0,0.0,0.0,000000,49.7,160
766250,2021-01-27,12:19:06,8.4,-1.2,899.1,985.2,10.9,13.2,0.02,0.0,010000,82.9,288
765773,2021-01-27,12:19:06,1.6,-10.0,1014.1,1009.3,13.1,9.1,0.0,0.0,000000,34.8,280
768485,2021-01-27,12:19:06,22.2,13.2,1007.8,1005.7,11.5,10.1,0.0,0.0,000000,57.2,196
762430,2021-01-27,12:19:07,5.3,-3.3,990.8,1020.1,14.7,11.8,0.04,0.0,010000,68.3,12
767410,2021-01-27,12:19:07,20.0,16.7,1013.8,1014.0,6.8,9.9,0.06,0.0,010000,50.3,341
765773,2021-01-27,12:19:07,1.7,-8.3,1014.1,1009.3,13.2,9.2,0.0,0.0,000000,34.9,281
765905,2021-01-27,12:19:07,19.0,8.5,1019.1,1013.5,12.0,10.8,0.0,0.0,000000,25.1,300
762530,2021-01-27,12:19:07,5.9,-3.9,1004.9,1017.6,18.1,6.9,0.01,0.0,010000,72.7,81
764915,2021-01-27,12:19:07,11.6,3.4,1012.3,1009.6,16.8,17.6,0.0,0.0,000000,5.4,217
765906,2021-01-27,12:19:07,18.9,15.7,1010.0,1010.7,11.7,12.8,0.11,0.0,010000,50.2,169
765390,2021-01-27,12:19:07,0.9,-8.1,847.3,1013.6,13.5,8.9,0.01,0.0,010000,60.6,30
767500,2021-01-27,12:19:07,18.7,13.9,1013.1,1014.7,11.1,15.1,0.1,0.0,010000,50.2,102
767502,2021-01-27,12:19:07,22.6,17.7,1012.2,1020.7,10.8,36.9,0.0,0.0,000000,16.7,19
767493,2021-01-27,12:19:07,21.5,17.0,1007.4,1013.4,10.1,18.6,0.0,0.0,000000,94.8,296
761300,2021-01-27,12:19:07,-2.6,-12.5,1040.4,1022.2,39.1,5.5,0.0,0.0,100000,15.0,51
766440,2021-01-27,12:19:07,17.3,11.7,1014.3,1017.0,11.9,16.4,0.02,0.0,010000,50.8,352
766443,2021-01-27,12:19:07,21.6,16.9,1003.8,1011.1,11.2,25.5,0.0,0.0,000000,49.5,222
765255,2021-01-27,12:19:07,0.6,-15.1,992.0,1001.8,15.8,14.1,0.0,0.0,000000,84.6,62
765560,2021-01-27,12:19:07,3.8,-8.0,910.2,1011.9,16.9,11.7,0.0,0.0,000000,33.4,1
761180,2021-01-27,12:19:07,0.9,-12.1,1013.7,1011.9,40.4,10.5,0.0,0.0,000000,79.4,180
760053,2021-01-27,12:19:07,4.6,-4.4,1000.7,1020.7,16.8,3.6,0.0,0.0,000000,54.9,125
768485,2021-01-27,12:19:07,21.3,14.1,1007.8,1005.6,11.5,10.1,0.0,0.0,000000,57.2,196
768556,2021-01-27,12:19:07,23.1,16.6,1011.9,1016.5,14.9,12.6,0.0,0.0,000000,22.0,310
761510,2021-01-27,12:19:07,7.4,4.8,1005.5,1023.1,27.4,30.1,0.0,0.0,000000,89.7,147
760610,2021-01-27,12:19:07,6.6,2.8,1002.7,1012.4,40.8,14.6,0.0,0.0,000000,5.8,242
763615,2021-01-27,12:19:07,4.9,-5.4,1013.2,1017.1,17.7,9.7,0.0,0.0,000000,93.6,256
766010,2021-01-27,12:19:07,5.9,3.8,1032.1,1016.1,16.7,3.6,0.0,0.0,000000,98.0,34
764056,2021-01-27,12:19:07,6.3,-6.3,1016.2,1012.2,8.9,16.3,0.0,0.0,000000,4.9,243
766011,2021-01-27,12:19:07,5.8,3.9,1025.6,1013.5,15.1,3.8,0.0,0.0,000000,24.1,357
767260,2021-01-27,12:19:07,15.1,-4.8,843.2,1012.6,15.5,0.9,0.0,0.0,000000,83.6,178
762863,2021-01-27,12:19:07,8.3,-1.0,1003.7,1011.5,13.2,13.0,0.0,0.0,000000,71.2,214
764125,2021-01-27,12:19:07,4.9,-9.2,984.6,974.3,11.7,10.6,0.0,0.0,000000,67.0,348
764120,2021-01-27,12:19:07,5.4,-3.1,1012.3,1015.2,16.1,6.9,0.06,0.0,010000,50.4,166
762250,2021-01-27,12:19:07,3.8,-8.2,1003.3,1015.0,41.9,11.4,0.0,0.0,000000,4.5,59
762253,2021-01-27,12:19:07,0.3,-16.9,1010.0,1001.7,13.3,14.1,0.0,0.0,000000,42.0,165
765480,2021-01-27,12:19:07,14.4,10.4,1019.6,1023.1,14.2,2.1,0.0,0.0,000000,95.5,122
766546,2021-01-27,12:19:07,8.8,7.9,1002.7,1008.8,11.7,5.0,0.0,0.0,000000,33.6,188
762555,2021-01-27,12:19:07,8.3,-1.7,993.0,992.9,15.5,7.4,0.0,0.0,000000,0.3,156
763503,2021-01-27,12:19:07,8.5,3.7,1013.3,1008.6,10.9,15.7,0.22,0.0,010000,77.2,316
762550,2021-01-27,12:19:07,12.0,-4.3,1031.5,1013.9,36.5,3.2,0.0,0.0,000000,7.8,347
766753,2021-01-27,12:19:07,0.1,-6.4,1003.2,1014.2,10.1,4.9,0.0,0.0,000000,49.7,160
766913,2021-01-27,12:19:07,18.7,13.7,1013.9,1009.2,9.7,18.2,0.15,0.0,010000,50.2,127
767383,2021-01-27,12:19:07,19.6,17.4,1011.3,1014.6,12.1,15.9,0.0,0.0,000000,24.7,162
766910,2021-01-27,12:19:07,15.7,12.5,1012.4,1014.6,9.7,15.7,0.0,0.0,000000,51.2,135
761600,2021-01-27,12:19:07,6.0,-4.8,1001.7,1016.6,24.7,3.7,0.0,0.0,000000,13.8,13
760754,2021-01-27,12:19:07,14.5,9.4,1024.2,1015.9,12.0,9.8,0.0,0.0,000000,82.2,59
766950,2021-01-27,12:19:07,18.3,12.5,1015.2,1017.2,10.6,12.2,0.02,0.0,010000,50.7,34
767584,2021-01-27,12:19:07,6.1,-0.9,1005.3,1004.0,11.5,9.2,0.0,0.0,000000,96.4,245
768053,2021-01-27,12:19:07,22.6,17.5,992.0,989.7,9.5,4.5,0.0,0.0,000000,32.1,133
766133,2021-01-27,12:19:07,2.5,-7.6,1014.5,1011.4,14.2,5.6,0.0,0.0,000000,24.7,60
763420,2021-01-27,12:19:07,4.3,-6.4,980.2,1016.5,19.0,6.2,0.01,0.0,010000,62.9,253
762580,2021-01-27,12:19:07,3.5,-4.7,1011.9,1016.8,12.6,3.6,0.0,0.0,000000,52.3,229
760753,2021-01-27,12:19:07,3.3,-4.8,1005.2,1013.9,15.0,12.8,0.0,0.0,000000,84.1,327
766013,2021-01-27,12:19:07,11.1,6.5,1011.5,1007.0,17.0,8.7,0.0,0.0,000000,16.1,350
769043,2021-01-27,12:19:07,22.0,16.4,1001.5,1003.4,14.5,9.4,0.0,0.0,000000,81.0,63
766920,2021-01-27,12:19:07,20.2,16.8,1020.1,1022.0,4.6,10.7,0.0,0.0,000000,31.6,140
768056,2021-01-27,12:19:07,21.5,15.1,1015.6,1010.8,12.0,7.9,0.0,0.0,000000,69.6,45
764235,2021-01-27,12:19:07,2.2,-8.2,994.5,1018.6,19.4,4.2,0.0,0.0,000000,3.5,312
766127,2021-01-27,12:19:07,14.6,13.0,1014.1,1016.9,7.8,7.9,0.0,0.0,000000,81.2,335
765494,2021-01-27,12:19:07,17.7,16.0,988.8,1011.6,8.6,2.8,0.0,0.0,000000,90.2,5
760013,2021-01-27,12:19:07,6.2,1.3,1015.2,1013.3,11.5,8.1,0.0,0.0,000000,52.0,269
765493,2021-01-27,12:19:07,17.1,12.2,1015.8,1012.9,9.7,15.8,0.0,0.0,000000,50.9,150
765491,2021-01-27,12:19:07,11.7,7.6,1050.5,1034.9,9.9,8.1,0.0,0.0,000000,69.7,155
766850,2021-01-27,12:19:07,5.1,-4.2,787.6,1012.5,13.8,9.6,0.04,0.0,010000,50.3,43
766870,2021-01-27,12:19:07,10.1,8.3,873.5,1022.7,10.3,3.0,0.0,0.0,000000,31.4,240
766790,2021-01-27,12:19:07,3.1,-12.4,780.4,1015.3,13.5,9.5,0.05,0.0,010000,56.9,32
766793,2021-01-27,12:19:07,5.6,-5.4,1007.0,1006.5,12.0,12.0,0.0,0.0,000000,66.6,36
760500,2021-01-27,12:19:07,4.9,3.1,1027.6,1018.4,25.7,1.2,0.0,0.0,000000,86.3,101
766534,2021-01-27,12:19:07,9.5,5.0,996.4,1002.9,14.2,9.8,0.0,0.0,000000,49.7,342
763900,2021-01-27,12:19:07,2.0,-7.2,823.5,1014.4,10.6,13.2,0.06,0.0,010000,62.4,162
763050,2021-01-27,12:19:07,9.9,5.2,1016.4,1017.1,17.2,3.6,0.0,0.0,000000,30.1,235
766655,2021-01-27,12:19:07,12.4,7.2,993.1,1013.4,13.9,7.2,0.25,0.0,010000,51.0,177
764591,2021-01-27,12:19:07,3.9,0.3,1021.3,1014.2,15.0,3.6,0.0,0.0,000000,93.5,358
768430,2021-01-27,12:19:07,13.5,8.4,952.7,1017.9,11.6,17.2,0.01,0.0,010000,90.1,334
766580,2021-01-27,12:19:07,12.2,0.6,965.0,1009.9,18.1,7.8,0.0,0.0,000000,33.7,101
763820,2021-01-27,12:19:07,3.5,-7.3,929.6,1015.3,13.5,6.0,0.01,0.0,010000,50.4,190
764580,2021-01-27,12:19:07,6.7,3.5,1015.1,1015.6,13.8,5.7,0.0,0.0,000000,83.0,105
767433,2021-01-27,12:19:07,20.0,16.0,1005.7,1006.7,9.9,13.2,0.01,0.0,010000,99.0,244
764593,2021-01-27,12:19:07,8.8,2.4,1006.3,1008.3,15.0,8.4,0.0,0.0,000000,50.7,73
765710,2021-01-27,12:19:07,3.1,-7.7,968.8,1013.5,16.8,8.7,0.02,0.0,010000,50.1,340
767441,2021-01-27,12:19:07,19.6,18.3,1006.3,1043.3,9.7,2.1,0.0,0.0,000000,4.0,69
